"","REF_DATE","GEO","Sex","Work.absence.statistics","VALUE"
"8583",1994,"Newfoundland and Labrador","Females","Inactivity rate",2.2
"8586",1994,"Newfoundland and Labrador","Females","Days",5.5
"8598",1994,"Prince Edward Island","Males","Incidence rate",NA
"8601",1994,"Prince Edward Island","Males","Inactivity rate",NA
"8604",1994,"Prince Edward Island","Males","Days",NA
"8607",1994,"Prince Edward Island","Females","Incidence rate",2.8
"8610",1994,"Prince Edward Island","Females","Inactivity rate",2
"8613",1994,"Prince Edward Island","Females","Days",5
"8625",1994,"Nova Scotia","Males","Incidence rate",1.1
"8628",1994,"Nova Scotia","Males","Inactivity rate",0.4
"8631",1994,"Nova Scotia","Males","Days",0.9
"8634",1994,"Nova Scotia","Females","Incidence rate",3.3
"8637",1994,"Nova Scotia","Females","Inactivity rate",2.4
"8640",1994,"Nova Scotia","Females","Days",6
"8652",1994,"New Brunswick","Males","Incidence rate",1.1
"8655",1994,"New Brunswick","Males","Inactivity rate",0.4
"8658",1994,"New Brunswick","Males","Days",0.9
"8661",1994,"New Brunswick","Females","Incidence rate",3.5
"8664",1994,"New Brunswick","Females","Inactivity rate",2.6
"8667",1994,"New Brunswick","Females","Days",6.6
"8679",1994,"Quebec","Males","Incidence rate",1
"8682",1994,"Quebec","Males","Inactivity rate",0.3
"8685",1994,"Quebec","Males","Days",0.7
"8688",1994,"Quebec","Females","Incidence rate",4
"8691",1994,"Quebec","Females","Inactivity rate",2.9
"8694",1994,"Quebec","Females","Days",7.4
"8706",1994,"Ontario","Males","Incidence rate",1.1
"8709",1994,"Ontario","Males","Inactivity rate",0.3
"8712",1994,"Ontario","Males","Days",0.8
"8715",1994,"Ontario","Females","Incidence rate",3.6
"8718",1994,"Ontario","Females","Inactivity rate",2.7
"8721",1994,"Ontario","Females","Days",6.7
"8733",1994,"Prairie region","Males","Incidence rate",1.3
"8736",1994,"Prairie region","Males","Inactivity rate",0.4
"8739",1994,"Prairie region","Males","Days",1.1
"8742",1994,"Prairie region","Females","Incidence rate",3.4
"8745",1994,"Prairie region","Females","Inactivity rate",2.2
"8748",1994,"Prairie region","Females","Days",5.4
"8760",1994,"Manitoba","Males","Incidence rate",1.5
"8763",1994,"Manitoba","Males","Inactivity rate",0.4
"8766",1994,"Manitoba","Males","Days",1.1
"8769",1994,"Manitoba","Females","Incidence rate",3.7
"8772",1994,"Manitoba","Females","Inactivity rate",2.3
"8775",1994,"Manitoba","Females","Days",5.7
"8787",1994,"Saskatchewan","Males","Incidence rate",1.4
"8790",1994,"Saskatchewan","Males","Inactivity rate",0.5
"8793",1994,"Saskatchewan","Males","Days",1.1
"8796",1994,"Saskatchewan","Females","Incidence rate",3.7
"8799",1994,"Saskatchewan","Females","Inactivity rate",2.4
"8802",1994,"Saskatchewan","Females","Days",6
"8814",1994,"Alberta","Males","Incidence rate",1.2
"8817",1994,"Alberta","Males","Inactivity rate",0.4
"8820",1994,"Alberta","Males","Days",1
"8823",1994,"Alberta","Females","Incidence rate",3.2
"8826",1994,"Alberta","Females","Inactivity rate",2
"8829",1994,"Alberta","Females","Days",5.1
"8841",1994,"British Columbia","Males","Incidence rate",1.4
"8844",1994,"British Columbia","Males","Inactivity rate",0.5
"8847",1994,"British Columbia","Males","Days",1.2
"8850",1994,"British Columbia","Females","Incidence rate",3.4
"8853",1994,"British Columbia","Females","Inactivity rate",2.4
"8856",1994,"British Columbia","Females","Days",6.1
"8868",1994,"Total census metropolitan areas","Males","Incidence rate",1.1
"8871",1994,"Total census metropolitan areas","Males","Inactivity rate",0.3
"8874",1994,"Total census metropolitan areas","Males","Days",0.8
"8877",1994,"Total census metropolitan areas","Females","Incidence rate",3.5
"8880",1994,"Total census metropolitan areas","Females","Inactivity rate",2.5
"8883",1994,"Total census metropolitan areas","Females","Days",6.3
"8895",1994,"St. John's, Newfoundland and Labrador","Males","Incidence rate",NA
"8898",1994,"St. John's, Newfoundland and Labrador","Males","Inactivity rate",NA
"8901",1994,"St. John's, Newfoundland and Labrador","Males","Days",NA
"8904",1994,"St. John's, Newfoundland and Labrador","Females","Incidence rate",2.3
"8907",1994,"St. John's, Newfoundland and Labrador","Females","Inactivity rate",1.6
"8910",1994,"St. John's, Newfoundland and Labrador","Females","Days",3.9
"8922",1994,"Halifax, Nova Scotia","Males","Incidence rate",1
"8925",1994,"Halifax, Nova Scotia","Males","Inactivity rate",0.3
"8928",1994,"Halifax, Nova Scotia","Males","Days",0.8
"8931",1994,"Halifax, Nova Scotia","Females","Incidence rate",3.6
"8934",1994,"Halifax, Nova Scotia","Females","Inactivity rate",2.5
"8937",1994,"Halifax, Nova Scotia","Females","Days",6.2
"8949",1994,"Saint John, New Brunswick","Males","Incidence rate",NA
"8952",1994,"Saint John, New Brunswick","Males","Inactivity rate",NA
"8955",1994,"Saint John, New Brunswick","Males","Days",NA
"8958",1994,"Saint John, New Brunswick","Females","Incidence rate",4.7
"8961",1994,"Saint John, New Brunswick","Females","Inactivity rate",4.1
"8964",1994,"Saint John, New Brunswick","Females","Days",10.3
"8976",1994,"Saguenay, Quebec","Males","Incidence rate",NA
"8979",1994,"Saguenay, Quebec","Males","Inactivity rate",NA
"8982",1994,"Saguenay, Quebec","Males","Days",NA
"8985",1994,"Saguenay, Quebec","Females","Incidence rate",NA
"8988",1994,"Saguenay, Quebec","Females","Inactivity rate",NA
"8991",1994,"Saguenay, Quebec","Females","Days",NA
"9003",1994,"Québec, Quebec","Males","Incidence rate",1.5
"9006",1994,"Québec, Quebec","Males","Inactivity rate",0.4
"9009",1994,"Québec, Quebec","Males","Days",1.1
"9012",1994,"Québec, Quebec","Females","Incidence rate",4.3
"9015",1994,"Québec, Quebec","Females","Inactivity rate",2.5
"9018",1994,"Québec, Quebec","Females","Days",6.4
"9030",1994,"Sherbrooke, Quebec","Males","Incidence rate",NA
"9033",1994,"Sherbrooke, Quebec","Males","Inactivity rate",NA
"9036",1994,"Sherbrooke, Quebec","Males","Days",NA
"9039",1994,"Sherbrooke, Quebec","Females","Incidence rate",NA
"9042",1994,"Sherbrooke, Quebec","Females","Inactivity rate",NA
"9045",1994,"Sherbrooke, Quebec","Females","Days",NA
"9057",1994,"Trois-Rivières, Quebec","Males","Incidence rate",NA
"9060",1994,"Trois-Rivières, Quebec","Males","Inactivity rate",NA
"9063",1994,"Trois-Rivières, Quebec","Males","Days",NA
"9066",1994,"Trois-Rivières, Quebec","Females","Incidence rate",NA
"9069",1994,"Trois-Rivières, Quebec","Females","Inactivity rate",NA
"9072",1994,"Trois-Rivières, Quebec","Females","Days",NA
"9084",1994,"Montréal, Quebec","Males","Incidence rate",0.9
"9087",1994,"Montréal, Quebec","Males","Inactivity rate",0.3
"9090",1994,"Montréal, Quebec","Males","Days",0.6
"9093",1994,"Montréal, Quebec","Females","Incidence rate",3.5
"9096",1994,"Montréal, Quebec","Females","Inactivity rate",2.8
"9099",1994,"Montréal, Quebec","Females","Days",6.9
"9111",1994,"Ottawa-Gatineau, Ontario/Quebec","Males","Incidence rate",1.3
"9114",1994,"Ottawa-Gatineau, Ontario/Quebec","Males","Inactivity rate",0.4
"9117",1994,"Ottawa-Gatineau, Ontario/Quebec","Males","Days",1
"9120",1994,"Ottawa-Gatineau, Ontario/Quebec","Females","Incidence rate",4.3
"9123",1994,"Ottawa-Gatineau, Ontario/Quebec","Females","Inactivity rate",3
"9126",1994,"Ottawa-Gatineau, Ontario/Quebec","Females","Days",7.6
"9138",1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Incidence rate",1.2
"9141",1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Inactivity rate",0.4
"9144",1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Days",0.9
"9147",1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Incidence rate",3.9
"9150",1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Inactivity rate",2.8
"9153",1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Days",6.9
"9165",1994,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Incidence rate",NA
"9168",1994,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Inactivity rate",NA
"9171",1994,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Days",NA
"9174",1994,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Incidence rate",5.1
"9177",1994,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Inactivity rate",3.8
"9180",1994,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Days",9.5
"9192",1994,"Kingston, Ontario","Males","Incidence rate",NA
"9195",1994,"Kingston, Ontario","Males","Inactivity rate",NA
"9198",1994,"Kingston, Ontario","Males","Days",NA
"9201",1994,"Kingston, Ontario","Females","Incidence rate",NA
"9204",1994,"Kingston, Ontario","Females","Inactivity rate",NA
"9207",1994,"Kingston, Ontario","Females","Days",NA
"9219",1994,"Oshawa, Ontario","Males","Incidence rate",NA
"9222",1994,"Oshawa, Ontario","Males","Inactivity rate",NA
"9225",1994,"Oshawa, Ontario","Males","Days",NA
"9228",1994,"Oshawa, Ontario","Females","Incidence rate",4.6
"9231",1994,"Oshawa, Ontario","Females","Inactivity rate",3.4
"9234",1994,"Oshawa, Ontario","Females","Days",8.5
"9246",1994,"Toronto, Ontario","Males","Incidence rate",0.8
"9249",1994,"Toronto, Ontario","Males","Inactivity rate",0.3
"9252",1994,"Toronto, Ontario","Males","Days",0.6
"9255",1994,"Toronto, Ontario","Females","Incidence rate",3.1
"9258",1994,"Toronto, Ontario","Females","Inactivity rate",2.4
"9261",1994,"Toronto, Ontario","Females","Days",5.9
"9273",1994,"Hamilton, Ontario","Males","Incidence rate",NA
"9276",1994,"Hamilton, Ontario","Males","Inactivity rate",NA
"9279",1994,"Hamilton, Ontario","Males","Days",NA
"9282",1994,"Hamilton, Ontario","Females","Incidence rate",3.4
"9285",1994,"Hamilton, Ontario","Females","Inactivity rate",2.7
"9288",1994,"Hamilton, Ontario","Females","Days",6.6
"9300",1994,"St. Catharines-Niagara, Ontario","Males","Incidence rate",NA
"9303",1994,"St. Catharines-Niagara, Ontario","Males","Inactivity rate",NA
"9306",1994,"St. Catharines-Niagara, Ontario","Males","Days",NA
"9309",1994,"St. Catharines-Niagara, Ontario","Females","Incidence rate",NA
"9312",1994,"St. Catharines-Niagara, Ontario","Females","Inactivity rate",NA
"9315",1994,"St. Catharines-Niagara, Ontario","Females","Days",NA
"9327",1994,"Kitchener-Cambridge-Waterloo, Ontario","Males","Incidence rate",NA
"9330",1994,"Kitchener-Cambridge-Waterloo, Ontario","Males","Inactivity rate",NA
"9333",1994,"Kitchener-Cambridge-Waterloo, Ontario","Males","Days",NA
"9336",1994,"Kitchener-Cambridge-Waterloo, Ontario","Females","Incidence rate",4.1
"9339",1994,"Kitchener-Cambridge-Waterloo, Ontario","Females","Inactivity rate",2.9
"9342",1994,"Kitchener-Cambridge-Waterloo, Ontario","Females","Days",7.2
"9354",1994,"London, Ontario","Males","Incidence rate",NA
"9357",1994,"London, Ontario","Males","Inactivity rate",NA
"9360",1994,"London, Ontario","Males","Days",NA
"9363",1994,"London, Ontario","Females","Incidence rate",4.3
"9366",1994,"London, Ontario","Females","Inactivity rate",3.5
"9369",1994,"London, Ontario","Females","Days",8.7
"9381",1994,"Windsor, Ontario","Males","Incidence rate",NA
"9384",1994,"Windsor, Ontario","Males","Inactivity rate",NA
"9387",1994,"Windsor, Ontario","Males","Days",NA
"9390",1994,"Windsor, Ontario","Females","Incidence rate",NA
"9393",1994,"Windsor, Ontario","Females","Inactivity rate",NA
"9396",1994,"Windsor, Ontario","Females","Days",NA
"9408",1994,"Greater Sudbury, Ontario","Males","Incidence rate",NA
"9411",1994,"Greater Sudbury, Ontario","Males","Inactivity rate",NA
"9414",1994,"Greater Sudbury, Ontario","Males","Days",NA
"9417",1994,"Greater Sudbury, Ontario","Females","Incidence rate",NA
"9420",1994,"Greater Sudbury, Ontario","Females","Inactivity rate",NA
"9423",1994,"Greater Sudbury, Ontario","Females","Days",NA
"9435",1994,"Thunder Bay, Ontario","Males","Incidence rate",NA
"9438",1994,"Thunder Bay, Ontario","Males","Inactivity rate",NA
"9441",1994,"Thunder Bay, Ontario","Males","Days",NA
"9444",1994,"Thunder Bay, Ontario","Females","Incidence rate",NA
"9447",1994,"Thunder Bay, Ontario","Females","Inactivity rate",NA
"9450",1994,"Thunder Bay, Ontario","Females","Days",NA
"9462",1994,"Winnipeg, Manitoba","Males","Incidence rate",1.3
"9465",1994,"Winnipeg, Manitoba","Males","Inactivity rate",0.4
"9468",1994,"Winnipeg, Manitoba","Males","Days",1.1
"9471",1994,"Winnipeg, Manitoba","Females","Incidence rate",3.4
"9474",1994,"Winnipeg, Manitoba","Females","Inactivity rate",2.1
"9477",1994,"Winnipeg, Manitoba","Females","Days",5.2
"9489",1994,"Regina, Saskatchewan","Males","Incidence rate",1.4
"9492",1994,"Regina, Saskatchewan","Males","Inactivity rate",0.4
"9495",1994,"Regina, Saskatchewan","Males","Days",1
"9498",1994,"Regina, Saskatchewan","Females","Incidence rate",2.9
"9501",1994,"Regina, Saskatchewan","Females","Inactivity rate",1.9
"9504",1994,"Regina, Saskatchewan","Females","Days",4.8
"9516",1994,"Saskatoon, Saskatchewan","Males","Incidence rate",NA
"9519",1994,"Saskatoon, Saskatchewan","Males","Inactivity rate",NA
"9522",1994,"Saskatoon, Saskatchewan","Males","Days",NA
"9525",1994,"Saskatoon, Saskatchewan","Females","Incidence rate",3.1
"9528",1994,"Saskatoon, Saskatchewan","Females","Inactivity rate",2
"9531",1994,"Saskatoon, Saskatchewan","Females","Days",4.9
"9543",1994,"Calgary, Alberta","Males","Incidence rate",1.5
"9546",1994,"Calgary, Alberta","Males","Inactivity rate",0.5
"9549",1994,"Calgary, Alberta","Males","Days",1.2
"9552",1994,"Calgary, Alberta","Females","Incidence rate",3.3
"9555",1994,"Calgary, Alberta","Females","Inactivity rate",1.9
"9558",1994,"Calgary, Alberta","Females","Days",4.8
"9570",1994,"Edmonton, Alberta","Males","Incidence rate",1
"9573",1994,"Edmonton, Alberta","Males","Inactivity rate",0.3
"9576",1994,"Edmonton, Alberta","Males","Days",0.8
"9579",1994,"Edmonton, Alberta","Females","Incidence rate",2.9
"9582",1994,"Edmonton, Alberta","Females","Inactivity rate",1.9
"9585",1994,"Edmonton, Alberta","Females","Days",4.7
"9597",1994,"Abbotsford-Mission, British Columbia","Males","Incidence rate",NA
"9600",1994,"Abbotsford-Mission, British Columbia","Males","Inactivity rate",NA
"9603",1994,"Abbotsford-Mission, British Columbia","Males","Days",NA
"9606",1994,"Abbotsford-Mission, British Columbia","Females","Incidence rate",NA
"9609",1994,"Abbotsford-Mission, British Columbia","Females","Inactivity rate",NA
"9612",1994,"Abbotsford-Mission, British Columbia","Females","Days",NA
"9624",1994,"Vancouver, British Columbia","Males","Incidence rate",1.3
"9627",1994,"Vancouver, British Columbia","Males","Inactivity rate",0.4
"9630",1994,"Vancouver, British Columbia","Males","Days",1.1
"9633",1994,"Vancouver, British Columbia","Females","Incidence rate",3.5
"9636",1994,"Vancouver, British Columbia","Females","Inactivity rate",2.5
"9639",1994,"Vancouver, British Columbia","Females","Days",6.4
"9651",1994,"Victoria, British Columbia","Males","Incidence rate",NA
"9654",1994,"Victoria, British Columbia","Males","Inactivity rate",NA
"9657",1994,"Victoria, British Columbia","Males","Days",NA
"9660",1994,"Victoria, British Columbia","Females","Incidence rate",NA
"9663",1994,"Victoria, British Columbia","Females","Inactivity rate",NA
"9666",1994,"Victoria, British Columbia","Females","Days",NA
"9678",1994,"Non-census metropolitan areas","Males","Incidence rate",1.3
"9681",1994,"Non-census metropolitan areas","Males","Inactivity rate",0.4
"9684",1994,"Non-census metropolitan areas","Males","Days",1
"9687",1994,"Non-census metropolitan areas","Females","Incidence rate",4.2
"9690",1994,"Non-census metropolitan areas","Females","Inactivity rate",3
"9693",1994,"Non-census metropolitan areas","Females","Days",7.4
"9705",1994,"Population centres","Males","Incidence rate",1.3
"9708",1994,"Population centres","Males","Inactivity rate",0.4
"9711",1994,"Population centres","Males","Days",1
"9714",1994,"Population centres","Females","Incidence rate",3.4
"9717",1994,"Population centres","Females","Inactivity rate",2.5
"9720",1994,"Population centres","Females","Days",6.2
"9732",1995,"Canada","Males","Incidence rate",1.2
"9735",1995,"Canada","Males","Inactivity rate",0.4
"9738",1995,"Canada","Males","Days",0.9
"9741",1995,"Canada","Females","Incidence rate",3.7
"9744",1995,"Canada","Females","Inactivity rate",2.7
"9747",1995,"Canada","Females","Days",6.7
"9759",1995,"Atlantic region","Males","Incidence rate",1.1
"9762",1995,"Atlantic region","Males","Inactivity rate",0.3
"9765",1995,"Atlantic region","Males","Days",0.9
"9768",1995,"Atlantic region","Females","Incidence rate",3
"9771",1995,"Atlantic region","Females","Inactivity rate",2.1
"9774",1995,"Atlantic region","Females","Days",5.2
"9786",1995,"Newfoundland and Labrador","Males","Incidence rate",0.8
"9789",1995,"Newfoundland and Labrador","Males","Inactivity rate",0.3
"9792",1995,"Newfoundland and Labrador","Males","Days",0.8
"9795",1995,"Newfoundland and Labrador","Females","Incidence rate",3.1
"9798",1995,"Newfoundland and Labrador","Females","Inactivity rate",2.2
"9801",1995,"Newfoundland and Labrador","Females","Days",5.5
"9813",1995,"Prince Edward Island","Males","Incidence rate",1.1
"9816",1995,"Prince Edward Island","Males","Inactivity rate",0.4
"9819",1995,"Prince Edward Island","Males","Days",1.1
"9822",1995,"Prince Edward Island","Females","Incidence rate",3.3
"9825",1995,"Prince Edward Island","Females","Inactivity rate",2.6
"9828",1995,"Prince Edward Island","Females","Days",6.6
"9840",1995,"Nova Scotia","Males","Incidence rate",1.3
"9843",1995,"Nova Scotia","Males","Inactivity rate",0.4
"9846",1995,"Nova Scotia","Males","Days",1
"9849",1995,"Nova Scotia","Females","Incidence rate",3
"9852",1995,"Nova Scotia","Females","Inactivity rate",2.1
"9855",1995,"Nova Scotia","Females","Days",5.3
"9867",1995,"New Brunswick","Males","Incidence rate",1
"9870",1995,"New Brunswick","Males","Inactivity rate",0.3
"9873",1995,"New Brunswick","Males","Days",0.7
"9876",1995,"New Brunswick","Females","Incidence rate",2.7
"9879",1995,"New Brunswick","Females","Inactivity rate",1.9
"9882",1995,"New Brunswick","Females","Days",4.7
"9894",1995,"Quebec","Males","Incidence rate",1.1
"9897",1995,"Quebec","Males","Inactivity rate",0.3
"9900",1995,"Quebec","Males","Days",0.8
"9903",1995,"Quebec","Females","Incidence rate",4.1
"9906",1995,"Quebec","Females","Inactivity rate",3.1
