Product code	Product label	Turkey's imports from Israel-Value in 2001	Turkey's imports from Israel-Value in 2002	Turkey's imports from Israel-Value in 2003	Turkey's imports from Israel-Value in 2004	Turkey's imports from Israel-Value in 2005	Turkey's imports from Israel-Value in 2006	Turkey's imports from Israel-Value in 2007	Turkey's imports from Israel-Value in 2008	Turkey's imports from Israel-Value in 2009	Turkey's imports from Israel-Value in 2010	Turkey's imports from Israel-Value in 2011	Turkey's imports from Israel-Value in 2012	Turkey's imports from Israel-Value in 2013	Turkey's imports from Israel-Value in 2014	Turkey's imports from Israel-Value in 2015	Turkey's imports from Israel-Value in 2016	Turkey's imports from Israel-Value in 2017	Israel's exports to world- 	Israel's exports to world-Value in 2001	Israel's exports to world-Value in 2002	Israel's exports to world-Value in 2003	Israel's exports to world-Value in 2004	Israel's exports to world-Value in 2005	Israel's exports to world-Value in 2006	Israel's exports to world-Value in 2007	Israel's exports to world-Value in 2008	Israel's exports to world-Value in 2009	Israel's exports to world-Value in 2010	Israel's exports to world-Value in 2011	Israel's exports to world-Value in 2012	Israel's exports to world-Value in 2013	Israel's exports to world-Value in 2014	Israel's exports to world-Value in 2015	Israel's exports to world-Value in 2016	Israel's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	3	0	1	0	25	0	2	59	3		1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	9	1	0	0	0	1	0	0	17	11		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
6901	"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46	100	48	289	100	172	194	50	23	77	33	2	92	11	71	13	3		280	404	560	974	854	919	754	245	70	206	348	363	437	312	207	286	363	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1469	0	0	0	0	0	0	0	0	0	0	0	0	0		72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
7228	"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy ..."	15	3	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0		430	619	1442	1149	507	732	550	630	217	584	750	614	613	1122	911	272	837		22107	32343	53734	85482	131027	133505	187977	227412	131601	185472	286206	229993	220035	218073	220520	192971	188789	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0		215	13	85	841	538	1773	1503	558	3223	448	309	85	329	3	444	49	185		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
7205	"Granules and powders of pig iron, spiegeleisen, iron or steel (excluding granules and powders ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42	296	2855	10033	14056	17510	22537	22696	7720	2084	211	45	605	1321	1510	101	3		3513	4559	6596	13087	14569	18696	20794	26384	12538	18237	22881	19247	17162	17897	16420	14886	16345	
7212	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	1	0	22	0	15	0	26	0	0	0	0	0	0	0	0		135	21	0	42	34	20	0	525	292	647	128	159	8	55	108	41	1		8386	12882	13828	17778	17466	42158	109689	60904	48310	67898	61482	51979	54856	56954	54098	57984	61730	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	0	0	0	0	100	0	0	0	1	44	0	0	0	59	0	0	0		244	95	118	662	868	1020	224	288	264	827	1383	1587	1177	845	99	57	9		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
7415	"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ..."	0	1	0	0	0	9	6	1	1	0	1	36	0	0	0	1	0		90	218	524	206	84	38	687	49	94	619	505	317	369	465	1252	1415	1938		604	992	1602	2172	2648	3656	4749	5147	3961	6714	8774	9056	11118	12898	13878	11063	10831	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1330	1357	929	866	521	810	1903	1540	557	1566	2009	2074	336	1100	890	744	2998		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
7603	"Powder and flakes, of aluminium (excluding pellets of aluminium, and spangles)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		15	39	34	80	130	803	1488	5904	3633	3265	1707	796	1719	1628	1526	1654	2851		2004	2643	3776	5369	6222	7939	9879	12488	7948	10844	16900	13003	14954	17022	14193	13755	12705	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	177	101	0	0	82	24	211	8	9	93	65	0	0		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
7907	"Articles of zinc, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		22070	22519	22044	16201	10995	12462	15236	8239	341	28	56	48	111	0	130	259	53		8224	1348	3274	6413	7289	6158	5104	7056	4195	5121	7296	6327	7753	7157	6946	7272	9726	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	110	0	45	251	62	16	8	3	4	21	0	316		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
8108	"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ..."	1	5	0	0	0	6	0	0	1	0	34	0	0	1	0	1	0		355	97	181	75	1051	2023	1687	1812	322	2316	2750	2084	1940	1797	2753	976	1053		2406	1954	2576	8745	10084	18602	25411	25048	25990	28157	37185	44320	61312	65784	56994	79195	86193	
8110	"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	68	0	7	0	0	0	917	1231	0	0		35	223	385	237	140	983	1828	2242	2093	2156	3622	3316	2963	2350	2625	1853	1667	
8201	"Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes, of base ..."	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0		209	136	193	204	128	95	56	84	461	394	242	556	366	477	213	211	215		1482	1843	2517	3810	5159	5614	6225	6605	4546	9536	16059	11721	11440	8764	7337	6967	6135	
8311	"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, ..."	9	0	0	0	0	30	0	0	0	10	0	0	0	0	16	4	0		6526	3948	3300	5938	6541	9881	20695	26221	7346	8743	8319	8425	7838	7001	19169	37105	31031		8223	6484	11376	14453	16662	22089	31802	33342	18116	20135	22990	25802	26342	30381	29540	25657	28272	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0		322	4697	1863	119	270	411	632	290	92	5583	2971	637	74	45	98	140	777		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	0	0	0	0	0	0	119	0	1	65	0	0	0	0	0	0	0		153	293	218	34	396	42	0	71	75	175	441	3578	284	142	622	4523	272		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		2162	865	2035	2553	4033	1401	1470	1246	1124	694	1275	856	882	443	555	315	1310		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
8455	"Metal-rolling mills and rolls therefor; parts of metal-rolling mills"	0	0	0	0	0	13	0	61	0	0	0	0	0	0	0	0	0		2589	960	1597	1005	3096	2117	2345	4638	751	2008	1961	1189	242	399	0	49	55		38093	18714	35860	75952	85327	142035	301986	155965	461904	174992	345303	191614	260687	190480	133081	255642	115376	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	1407	0	9	0	0	0	1	1	0	0	0	0	0	0	1	0	0		0	0	28	0	64	21	0	3109	1309	577	1456	3364	731	1103	35	68	473		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	37	0	0	0	0	0	0	71	9	0	4	0		718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	0	0	0	0	0	0	28	0	0	4	0	0	0	0	4	0	0		0	57	0	30	43	41	17	151	19	44	100	35	20	74	61	352	123		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
8805	"Aircraft launching gear (excluding motor winches for launching gliders); deck-arrestor or similar ..."	0	0	3304	1707	0	0	100	0	0	0	2	2	0	340	0	0	0		0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0		611	339	10414	6940	642	17026	7179	8139	14019	37090	29453	42592	54442	28740	33363	56637	40315	
9103	"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		137	1	9	1	55	24	278	381	305	449	304	63	185	229	238	86	111		791	855	981	1109	619	276	377	321	235	287	278	316	421	419	270	272	199	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	1	0	0	0	1	0	0	252	227	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	4359	12346	9001	14734	0	0	0	0	0	0		1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
9502	"Dolls representing only human beings"	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26	27	49	41	72	114	0	0	0	0	0	0	0	0	0	0	0		4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
9612	"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ..."	0	2	21	0	0	3	1	0	0	0	0	1	5	0	0	0	0		2598	6212	10084	5617	769	308	40	81	94	29	26	103	441	157	195	396	129		11124	11824	14410	21961	21457	20438	23248	22021	20723	22962	24420	22375	23775	23884	20827	21403	20170	
0202	"Meat of bovine animals, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	0	0	0	673	256	94	0	12	69	5	20	0	0	19	9		0	0	0	74	0	0	0	0	0	19004	2754	5762	3966	0	49824	0	39594	
0209	"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	
0210	"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		319	0	0	0	7	0	0	158	17	0	0	0	0	0	0	8	0		16	10	49	7	16	0	0	0	0	0	0	68	2	0	0	0	0	
0305	"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		62	68	42	0	51	67	81	15	27	47	0	0	0	0	0	0	0		275	335	255	618	822	1174	1363	1791	959	1336	751	601	423	389	655	544	579	
0402	"Milk and cream, concentrated or containing added sugar or other sweetening matter"	0	0	0	0	837	1687	0	169	699	0	0	0	0	0	0	0	0		1601	3548	978	0	2794	2811	726	1527	4725	233	162	2652	2	7836	5491	361	92		5683	8733	20660	25229	23049	38724	51663	63994	42403	37869	8388	269	230	457	517	639	539	
0403	"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and ..."	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0		2235	1639	2403	0	1313	1103	493	808	1774	1878	2094	1594	2966	1669	590	603	531		55	338	414	502	435	21	76	187	98	253	148	270	599	3064	985	123	303	
0410	"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	0	1	0	165	10	0	0	0	0	0	0	0		77	209	499	207	188	133	58	171	180	430	476	267	313	456	364	451	336	
0502	"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	48	38	0	0	0	1		2674	2319	2961	3238	4481	4349	5885	5755	6172	6823	7035	6722	6502	7313	6824	6611	7424	
0506	"Bones and horn-cores and their powder and waste, unworked, defatted, simply prepared, treated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	55	0	1	1	1	0	2	0	0	2		1	0	0	0	0	0	6	0	1	48	20	9	0	9	0	0	2	
0507	"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	328	60	12	2	1	0	9	11	8		0	3	0	0	1	0	18	1	4	17	26	24	62	33	0	11	28	
0902	"Tea, whether or not flavoured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		317	161	383	0	1638	2039	2070	2591	2010	3057	2371	1638	2949	3108	2225	3089	1800		8375	2684	3941	5205	6438	7735	8158	11322	13538	21530	17732	13710	17554	16045	17015	41089	59929	
1006	"Rice"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	10	15	62	47	226	435	291	232	190	216	128	129	136	127	214		57683	86383	122786	62025	97186	89105	112750	172790	135271	264541	152439	111346	150523	277321	166058	116207	148788	
1007	"Grain sorghum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0		28	0	0	1	0	0	28	54	9	18	2936	278	26	102	74	0	0	
1107	"Malt, whether or not roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	58	127	200	0	0	0	0	1	0	0	0	0	0	0	0		454	289	236	2410	1701	2794	1087	2246	875	4471	3401	3045	15079	15927	17865	23292	26866	
0707	"Cucumbers and gherkins, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		723	607	275	0	430	486	540	1033	209	392	176	179	209	419	608	497	333		6	0	0	18	1	1	16	4	0	0	0	15	0	0	180	534	1	
1403	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0		53	95	711	776	269	458	0	0	0	0	0	0	0	0	0	0	0	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		391	199	120	41	57	33	82	47	67	130	170	123	181	105	119	87	70		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	60	51	76	17	0	4	221	265	61	118	46	78	50	135	173	179		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	10	32	14	0	0	0	0	0	0	0	2	0	28	0	0		0	709	0	0	0	0	3859	8732	2495	3645	0	957	1161	3832	1741	182	351		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
2503	"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	8	96	53	40	2944	17	35	564	334	180	485	410	113	0		5296	6385	10306	10202	13511	15152	14544	52142	8106	15024	30790	28503	17903	22469	27298	26958	32497	
2518	"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0		532	1007	1707	2315	3070	1604	1253	1455	1707	1941	1974	1574	1433	1489	1175	1209	1463	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	10		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	27	0		0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
2712	"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ..."	0	31	0	0	0	10	11	68	590	637	0	201	3	1	0	25	0		1682	829	5488	1339	4293	3780	5877	22769	11116	15356	19309	24983	14846	17926	17537	7262	4157		5660	7140	9610	13159	12355	15665	18831	27355	29322	37556	33467	37238	54336	54508	46864	42554	39780	
2810	"Oxides of boron; boric acids"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22	0	0	0	0	0	0	0	1	3	3	1	0	2	2	1	0		19	25	23	61	48	66	86	67	65	62	87	69	96	123	87	116	131	
2811	"Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride "hydrochloric ..."	7	84	30	71	63	123	49	41	1	24	76	90	13	0	0	0	0		3064	6396	9878	7147	4680	6712	15111	19240	18388	59684	96974	84472	91153	79478	39689	63065	85814		6876	10057	13266	18202	18424	22553	29495	31560	25020	30514	38072	35065	38837	42508	39862	39160	46732	
2815	"Sodium hydroxide "caustic soda", potassium hydroxide "caustic potash"; peroxides of sodium ..."	501	631	321	0	3	77	12	0	8	0	667	0	0	0	0	0	0		3412	1054	2085	1465	725	351	1034	5678	13808	12583	5667	3822	337	1264	276	360	1124		32398	22525	28274	30282	61841	71622	81478	120722	80060	79916	109557	126296	130503	106254	98692	113407	169465	
2820	"Manganese oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	22	24	11	13	1	5	24	68	211	61	0	0	0	0	0	0		138	318	592	720	1080	1204	1656	2696	2101	2265	3272	1582	1621	1631	879	637	1158	
1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	5	43	0	73	59	4	18	225	19	281	177	128	31	20	483	8		7179	10407	11504	10015	7870	12546	16957	23488	22078	21121	49645	51308	42844	51948	40924	32883	57419	
2830	"Sulphides; polysulphides, whether or not chemically defined"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	0	0	3	0	0	56	485	10	49	1	0	0		1591	4071	4697	5081	6510	7734	8438	11133	5590	7050	9067	8055	9013	9544	9632	9028	10639	
2840	"Borates; peroxoborates "perborates""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0		86	163	1	235	192	22	0	0	1	0	0	0	0	0	0	0	0		12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
2907	"Phenols; phenol-alcohols"	0	116	0	61	0	571	482	0	0	0	0	0	0	0	0	0	0		8696	10470	10635	11147	13285	14273	8049	4864	3914	7667	2170	795	381	28	31	89	846		6982	7734	10669	16119	21664	24012	34438	33095	20349	34354	43443	39807	46294	47993	33537	30565	39868	
2919	"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ..."	25	1	0	0	0	0	0	0	0	0	0	0	2	0	114	0	0		0	0	257	0	0	0	0	0	448	839	320	387	245	390	480	497	504		2024	3179	3614	4483	6563	7680	9823	10815	9471	8133	12764	16154	18900	22488	19495	15066	18858	
2940	"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		638	571	544	498	935	401	1301	495	162	181	413	419	429	2229	709	1561	2349		7412	8738	13701	19052	19879	29066	42254	38949	28227	23703	25071	22953	22925	19796	15210	13655	17723	
3604	"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding ..."	24	0	0	0	0	0	0	0	360	0	0	2	0	0	0	0	0		9	611	824	424	0	1359	3654	14565	148	17	94	5695	48	1	258	39	12		889	1147	1476	2652	6468	6016	7706	11109	5626	4541	9153	5628	8439	11938	12742	8499	7353	
3702	"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ..."	0	60	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		361	387	47	545	289	327	84	153	134	70	24	38	75	57	41	50	140		29151	34602	35870	38904	36257	34369	31452	31537	22932	21482	18442	15595	15589	9086	6045	4302	4490	
3704	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	45	15	2	159	0	0	55	21	0	7	4	1	25	61	55	14		34	58	30	58	20	26	205	350	443	557	491	187	361	413	562	384	283	
3802	"Activated carbon; activated natural mineral products; animal black, whether or not spent"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		71	88	322	61	25	42	8	10	22	17	4	37	17	347	2	104	33		5616	6997	8336	10879	11624	12842	15284	17676	16172	19243	23854	29005	31976	33754	32188	28123	28717	
3804	"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ..."	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0		1	3	0	19	152	406	457	223	63	28	1	68	5	3	0	11	54		3660	4364	6157	7844	9413	13778	24028	21381	17745	22833	28641	29287	33653	31996	23365	21505	20141	
3202	"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		536	1116	1271	1243	1570	1226	1834	1506	42	37	53	53	12	58	55	85	30		10980	17097	22205	23311	21913	28124	33280	33110	24912	28193	32231	33561	38818	32325	20256	17411	17657	
3819	"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		1289	1471	200	0	19	1	0	31	13	34	0	1256	71	6	0	3	1		4955	5197	5627	7062	6394	7736	8927	10830	7746	10200	12837	12018	12837	16501	10725	11600	17261	
3911	"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ..."	81	68	92	66	475	334	285	140	103	26	0	0	5	0	6	0	0		104	133	49	113	343	737	175	240	140	128	21	0	131	72	99	72	225		6337	9551	13399	17538	19581	27152	39488	46462	39385	53303	81803	77603	85780	98845	89357	90899	97290	
4201	"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0		4	1	2	0	0	21	9	13	10	25	78	3	112	92	9	1094	1762		427	429	495	686	781	862	1126	1241	976	1701	1787	1726	1832	2036	2025	1538	2006	
4407	"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ..."	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0		29	109	123	101	184	39	58	183	449	109	204	107	160	110	174	13	522		21539	25839	27641	46722	66032	99675	113248	159720	99440	132290	210967	222298	238438	278957	281418	236491	240147	
4416	"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	60	107	0	0	0	2	31	16	91	37	139	0	14	36	65	9		392	511	559	653	793	683	1143	970	726	1498	1656	1250	1360	2426	712	1543	1577	
4504	"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	0	0	2	0	0	0	0	0	1	253	0	1	0	0	7	36		1069	1636	2052	2555	2863	3688	4440	4684	3324	3812	4474	4776	4827	4956	3672	3203	3559	
4806	"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent ..."	0	0	3	0	0	0	0	0	0	0	0	0	0	1	16	3	0		41	11	117	4	36	4	154	13	11	43	144	396	192	544	269	190	248		6129	8957	9844	11318	12011	13756	17458	19982	21244	27191	33309	27730	29991	31994	30905	29356	33438	
4013	"Inner tubes, of rubber"	0	0	0	0	40	237	0	1	0	2	2	2	0	6	0	0	0		173	11	231	14	18	56	111	20	11	28	478	57	19	2	3	2	21		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
4908	"Transfers "decalcomanias""	13	89	41	15	2	2	1	0	0	0	1	6	0	1	1	0	0		309	271	148	338	48	46	8	67	199	164	21	13	244	580	208	454	1586		8804	13965	16514	19420	18977	17223	17881	16834	11782	12045	17064	20782	27876	30417	21046	18598	14320	
5003	"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	1	33	65	163	177	286	383	190	338	710	830	685	864	601	410	
