Product code	Product label	Turkey's imports from Czech Republic-Value in 2001	Turkey's imports from Czech Republic-Value in 2002	Turkey's imports from Czech Republic-Value in 2003	Turkey's imports from Czech Republic-Value in 2004	Turkey's imports from Czech Republic-Value in 2005	Turkey's imports from Czech Republic-Value in 2006	Turkey's imports from Czech Republic-Value in 2007	Turkey's imports from Czech Republic-Value in 2008	Turkey's imports from Czech Republic-Value in 2009	Turkey's imports from Czech Republic-Value in 2010	Turkey's imports from Czech Republic-Value in 2011	Turkey's imports from Czech Republic-Value in 2012	Turkey's imports from Czech Republic-Value in 2013	Turkey's imports from Czech Republic-Value in 2014	Turkey's imports from Czech Republic-Value in 2015	Turkey's imports from Czech Republic-Value in 2016	Turkey's imports from Czech Republic-Value in 2017	Czech Republic's exports to world- 	Czech Republic's exports to world-Value in 2001	Czech Republic's exports to world-Value in 2002	Czech Republic's exports to world-Value in 2003	Czech Republic's exports to world-Value in 2004	Czech Republic's exports to world-Value in 2005	Czech Republic's exports to world-Value in 2006	Czech Republic's exports to world-Value in 2007	Czech Republic's exports to world-Value in 2008	Czech Republic's exports to world-Value in 2009	Czech Republic's exports to world-Value in 2010	Czech Republic's exports to world-Value in 2011	Czech Republic's exports to world-Value in 2012	Czech Republic's exports to world-Value in 2013	Czech Republic's exports to world-Value in 2014	Czech Republic's exports to world-Value in 2015	Czech Republic's exports to world-Value in 2016	Czech Republic's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
1301	"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		55	43	57	79	127	146	58	40	19	61	68	154	872	836	203	49	90		536	802	1403	2045	2465	2733	2482	2725	2905	2747	3162	3804	5212	6436	5364	7006	6495	
1501	"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		37	27	97	779	279	236	201	429	472	293	388	587	828	534	134	394	289		0	0	25	73	58	86	139	200	247	397	668	1703	2098	1595	1421	1395	1529	
1503	"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	18	8	0	0	0	0	1	0	1	0	0	0	0	0	0	0		6	8	14	43	25	91	52	75	24	131	98	144	75	139	147	106	60	
1522	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		293	223	861	835	885	1028	751	699	519	165	236	540	746	789	1083	2747	578		0	2	0	0	226	316	682	588	272	81	54	131	372	591	904	1101	1669	
1602	"Prepared or preserved meat, offal or blood (excluding sausages and similar products, and meat ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19098	12922	12782	25124	37026	33121	45014	58319	58966	59874	84153	89859	106119	127061	108084	110285	111464		12	1	8	79	123	211	554	1460	414	759	924	1639	2430	3701	5412	3821	387	
1604	"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2049	1752	3100	6032	9042	8539	13452	14702	16254	16745	21082	23405	26672	28980	25891	24575	26972		288	341	634	538	753	1201	730	594	2169	2036	1363	1397	1000	3164	4038	4446	3916	
1801	"Cocoa beans, whole or broken, raw or roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		461	899	2389	1531	0	0	0	1	5	10	34	16	67	127	82	91	52		48609	68877	148020	153049	121805	98628	140908	158294	171672	230977	275472	243183	222428	266702	263600	281924	290959	
2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2733	2500	2910	3313	5161	6169	8110	10156	9267	7774	10747	10725	10709	12299	10456	11454	10735		233	255	264	451	505	271	607	1249	957	487	795	468	560	867	591	575	703	
2003	"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		406	439	2683	1597	1446	1630	3292	3576	2789	2614	3610	1982	1367	1164	1001	1035	1024		93	17	20	43	67	241	105	146	69	70	125	19	76	175	120	360	93	
2202	"Waters, incl. mineral waters and aerated waters, containing added sugar or other sweetening ..."	0	0	0	0	288	869	1386	2301	2792	38	32	15	0	0	0	0	0		50722	64483	57339	50591	80841	118536	176190	173241	160177	144303	140311	139217	171000	208084	208398	203457	215239		6871	2161	5650	17818	11626	20891	30766	36974	30157	32542	49025	46922	68567	68388	71102	71794	72114	
2506	"Quartz (excluding natural sands); quartzite, whether or not roughly trimmed or merely cut, ..."	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0		34	6	62	69	67	59	61	70	60	23	14	11	15	17	34	10	49		261	256	338	517	878	929	577	969	253	481	725	1071	1500	1216	777	700	758	
2510	"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		403	669	960	44	773	1028	1181	2028	1161	0	1	0	1	0	2	0	3		22430	30815	24696	13839	29404	37380	45796	159932	76271	65125	108992	104734	95459	101385	98690	102191	88413	
2512	"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ..."	0	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0		1075	1162	1466	1600	1501	1722	543	2255	1532	1474	1704	2163	2410	2611	2838	3177	2846		634	788	1099	892	964	1101	1068	1223	983	908	1332	1683	1789	1611	2672	1530	2254	
2515	"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	11	13	14	24	5	3	37	86	20	757	331	83	2	5	3	5		1020	781	2157	1528	924	1122	1742	1282	416	1134	1055	899	2092	3193	2452	2034	2765	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		8399	9875	14006	14742	17119	22224	23051	21154	19252	21310	32734	22388	22837	22620	19820	17487	17636		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
2522	"Quicklime, slaked lime and hydraulic lime (excluding pure calcium oxide and calcium hydroxide)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8906	8048	10800	10416	10199	10580	12895	16172	14043	16007	20129	15393	20131	23024	16132	19808	21821		30	59	32	59	70	194	184	251	215	302	486	617	977	904	974	1258	1544	
2524	"Asbestos (excluding products made from asbestos)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0		3298	3891	4265	3970	3873	2757	1331	392	0	0	0	0	0	0	0	0	0	
2602	"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	31	9	114	25	21	31	96	0	0	39	280	48	23	26	180	22		60	55	110	70	143	209	279	1589	472	550	764	503	475	410	341	249	335	
2610	"Chromium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	6	90	235	273	364	363	120	173	491	388	314	227	65	85	233		6933	3615	6528	6886	17937	15173	21410	37216	33557	29954	39022	56847	47418	34145	34860	25425	52532	
2612	"Uranium or thorium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	
2620	"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2091	846	980	1245	1098	2027	1511	1205	902	922	1037	1329	1021	3080	2209	5222	14068		238	489	1621	4577	6350	18821	37618	19674	10350	17882	18329	17617	16767	21932	21347	21159	27617	
2709	"Petroleum oils and oils obtained from bituminous minerals, crude"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14350	34333	23944	16990	21477	18626	8241	13871	9441	9895	14530	16890	18914	18133	10268	8478	9143		3877953	4087775	4776536	6091544	8649477	10706466	11784210	0	0	0	0	0	0	0	0	0	0	
2801	"Fluorine, chlorine, bromine and iodine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1286	1158	1467	1444	1975	2223	967	1165	180	1727	705	902	462	2214	59	81	125		179	354	676	1008	1334	1110	1415	1271	1036	776	651	693	465	387	442	326	273	
2807	"Sulphuric acid; oleum"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1148	1349	2067	2346	2235	3004	3830	8824	3158	3890	5182	4264	2848	4101	3721	4141	4531		7045	10402	10476	18266	7906	9473	13797	24802	7491	17191	63924	30388	24091	15087	23896	18102	21324	
2816	"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	1	42	95	2	2	5	3	15	21	11	10	1	2	29	87	46		458	615	732	881	729	1014	1820	1318	1715	1720	2369	2079	2196	2858	3121	3532	2243	
2828	"Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites"	0	0	0	0	0	0	0	0	0	0	5	2	2	4	0	0	0		681	617	765	794	1020	1044	2725	1565	1320	3741	5248	1975	2505	2355	1925	2326	1612		4411	1348	937	1494	2160	1879	1946	2392	3038	2481	1967	2122	2146	2078	2044	2198	1779	
2841	"Salts of oxometallic or peroxometallic acids"	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3079	3338	3556	3733	4477	4962	4068	3814	3403	2203	2489	1831	202	140	129	310	91		851	1268	1781	3600	9363	8067	4746	5173	3986	7670	7665	9447	11136	9772	9056	8787	9776	
0401	"Milk and cream, not concentrated nor containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7674	5821	5267	56228	152714	217118	298398	372750	263152	283063	366936	343305	387646	420231	320096	280966	368765		14	69	122	197	266	40	172	517	527	132	396	884	1574	2428	1566	1351	1788	
2205	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		980	831	1488	1059	758	405	436	685	385	228	162	766	4262	3772	3502	2481	1751		44	84	99	82	52	369	431	782	779	956	1244	736	759	746	511	127	349	
2307	"Wine lees; argol"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		34	48	9	6	0	0	0	0	0	0	0	0	6	18	32	43	19		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2852	"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0		0	0	0	0	0	0	28	39	33	22	42	95	82	57	68	45	67		0	0	0	0	0	0	58	133	94	107	106	155	186	141	105	173	124	
2909	"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxide, ..."	12	12	0	0	0	19	0	0	120	0	0	24	26	101	31	45	0		1729	2918	2044	1264	1391	1076	1548	1768	17573	13536	6545	2532	3069	1880	2292	2542	4629		13314	16946	23249	33995	38823	48322	59513	192825	145435	132633	230123	217266	214269	183159	166396	143772	179035	
2911	"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	1	4	2	440	407	544	712	183	2797	1771	1	1	5	1		531	1018	164	464	440	466	180	228	150	280	465	318	800	846	698	767	768	
2938	"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other  ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1130	1458	1130	1175	1051	1207	1638	945	1060	753	3131	2892	2473	2521	2049	1696	1541		4242	3863	5622	5432	8357	13971	19633	26165	16798	21815	15779	10489	9588	7640	7371	6754	9929	
3001	"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; extracts ..."	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0		125	15	2	179	78	31	224	195	512	444	775	4333	3657	3992	2889	2825	3086		5973	6286	8641	9279	12462	15806	18234	12340	13794	15624	17047	19071	24645	24614	24204	29500	30449	
3103	"Mineral or chemical phosphatic fertilisers (excluding those in tablets or similar forms, or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20	111	160	88	43	168	502	782	275	520	836	293	317	544	672	202	141		3057	1369	3198	6045	4876	8213	9270	17813	1961	3498	6559	4000	2234	7276	10054	15307	4963	
3301	"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		622	491	797	339	548	423	373	397	430	309	448	392	543	1161	629	688	1078		3356	5305	5891	7735	8479	10089	11369	13644	11219	12155	19477	18048	19282	23263	26727	27398	36394	
3501	"Casein, caseinates and other casein derivatives; casein glues (excluding those packaged as ..."	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5745	4895	4855	11491	14929	1570	1571	401	85	94	111	232	187	295	196	151	122		3081	2394	3998	6526	6364	8373	13889	12797	9990	22810	9796	7719	9816	16848	10040	5926	5662	
3605	"Matches (excluding pyrotechnic articles of heading 3604)"	0	0	18	0	0	57	149	0	30	0	0	0	0	0	0	0	0		3605	3937	4436	5823	5012	5943	5156	4607	1352	580	1148	1111	849	1184	984	893	653		83	237	213	301	353	537	1112	1816	2564	331	330	229	388	214	217	206	251	
4007	"Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		211	207	159	76	285	107	131	221	87	120	194	100	131	195	283	241	201		3571	5702	6383	7664	8403	10099	9218	10331	9629	16062	16537	16361	14114	10363	8455	6947	9907	
4204	"Articles for technical use, of leather or composition leather"	9	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0		264	288	405	287	233	290	0	0	0	0	0	0	0	0	0	0	0		125	127	124	157	467	159	0	0	0	0	0	0	0	0	0	0	0	
4401	"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14370	14997	20064	22966	27705	48521	52921	65808	71068	68409	82959	85986	107055	98956	96227	105258	121135		3544	9135	26601	54987	71674	125860	148705	153768	129127	161452	190033	316104	207551	225878	316863	234983	198288	
4502	"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22	17	10	3	0	0	4	36	50	78	168	227	254	246	185	212	160		8	38	47	27	5	84	32	12	9	4	8	11	4	0	17	6	20	
4601	"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		190	220	261	251	196	225	385	546	250	275	449	557	468	400	239	334	358		637	1184	2679	3544	3664	4505	3682	4211	2847	3558	4841	2311	2708	1937	1736	1462	1445	
4701	"Mechanical wood pulp, not chemically treated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	14	10	7	0	0	12	97	6	75	8	5	25	41	5	6	9		691	1557	1470	819	4482	2039	7400	5425	249	1707	1938	120	239	505	1751	3326	6741	
4705	"Wood pulp obtained by a combination of mechanical and chemical pulping processes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0	1	16	0	0	6	1	0	4	19		3464	1543	528	437	508	0	23	0	317	3781	7124	6399	1696	967	1370	1782	894	
4109	"Patent leather and patent laminated leather; metallized leather (excluding lacquered or metallized ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4114	"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	330	444	215	298	282	336	279	154	680	334	804	1084	2055	1414	2083	2566		0	954	1139	2584	2030	3832	4409	3971	1323	1284	2510	3599	4176	4591	2227	2245	3436	
4807	"Composite paper and paperboard "made by sticking flat layers of paper or paperboard together ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		885	1084	484	730	929	1282	1449	1489	921	1255	1767	1675	1777	1907	1659	1623	1645		1237	2199	5036	8898	11670	9168	9664	10419	6824	9804	11741	11290	13750	13358	12124	10179	13850	
5203	"Cotton, carded or combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	9	21	11	12	77	25	73	50	23	247	418	27	37	8	16	348		116	287	640	385	158	689	102	79	167	809	361	51	471	591	773	212	333	
5310	"Woven fabrics of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		91	114	128	162	145	124	202	165	143	218	700	661	725	277	65	79	479		2866	3533	3227	2699	2420	3255	3204	3252	1458	3535	5234	5942	2792	2889	2030	3486	3008	
5507	"Artificial staple fibres, carded, combed or otherwise processed for spinning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	2	72	27	23	16	3	6	24	16	10	52	124	134	104	59	137		1529	2873	2628	1789	1911	2045	2631	2955	951	2377	1565	1295	1537	2217	1142	1390	899	
5804	"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics); lace in the piece, ..."	0	0	1	25	38	172	71	3	0	0	7	0	0	0	0	0	0		3181	586	842	798	646	612	635	574	423	411	681	580	460	786	1279	794	661		2272	3972	4870	4854	8047	8541	6351	6807	4920	5802	8619	8277	9949	12019	8381	7673	4751	
5810	"Embroidery on a textile fabric ground, in the piece, in strips or in motifs"	0	0	10	2	28	0	0	0	0	0	0	0	0	0	0	0	0		5083	5081	5401	4956	4681	3980	4127	4374	3902	3496	3013	2649	3050	3354	3068	2771	3289		2305	3355	5400	6984	18242	41695	43982	46914	22637	28701	30306	42327	54279	73743	65102	63574	76123	
5908	"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		699	713	820	781	999	1025	1077	1169	850	1061	1964	1844	2725	47	19	38	40		109	230	275	232	248	249	201	116	297	294	57	117	254	114	103	138	59	
5511	"Yarn of man-made staple fibres, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0		1392	1189	1818	2646	1068	1176	936	748	811	909	1321	1250	1917	1334	1137	1095	1534		597	642	462	1292	879	1147	590	858	952	1050	1136	1549	1302	2713	1373	779	336	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	0	0	0	0	1	0	0	1	0	0	0	10	0	0	0	0	0		5756	7016	5636	5753	5748	5381	5680	4890	3607	3861	4042	4846	6755	6244	7883	49088	24870		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		2762	4328	3356	3092	2965	3646	4602	4573	4484	4421	4727	4343	2996	3664	5731	13871	14880		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
6215	"Ties, bow ties and cravats of textile materials (excluding knitted or crocheted)"	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		922	850	879	956	877	840	1197	1118	766	681	638	536	491	460	719	1167	782		3689	4828	6297	8728	8977	10920	15261	18755	13397	14287	17147	8204	9093	8727	6491	5125	4583	
6301	"Blankets and travelling rugs of all types of textile materials (excluding table covers, bedspreads ..."	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0		26024	26067	30664	34148	32837	37837	46986	48097	29056	32994	42216	38290	35098	33391	25687	27995	26613		3262	3998	3745	4014	3852	3792	2670	3002	2455	3726	4293	5966	7231	4257	4709	3714	2629	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	0	0	0	32	0	1	1	5	1	0	0	0	0	0	0	0	0		2089	1683	2200	2751	2350	3261	3505	1928	1219	414	18	23	8	16	14	22	77		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	2	0	0	1	0	0	0	0	0	0	1	2	5	0	1	0	0		11985	14015	11216	8450	3116	5687	8600	12549	8417	5420	10487	9968	8383	9262	7926	11609	20158		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
6702	"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		1424	1708	1216	1665	1390	1080	1174	1352	1295	1030	1052	1875	1491	1354	1334	2372	2381		6126	7464	11306	15307	15784	21329	30569	28211	21611	26026	31736	26860	27517	33679	33615	31673	23781	
7001	"Cullet and other waste and scrap of glass; glass in the mass (excluding glass in the form of ..."	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1108	1104	1362	1226	604	894	1137	1032	501	293	1628	1343	1379	1012	789	2986	2174		2	3	2	1	13	129	0	372	217	446	46	154	797	346	263	468	730	
7011	"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ..."	0	0	0	1	0	16	32	65	47	43	31	20	29	0	0	0	0		31825	25757	24858	34970	23628	3929	620	767	829	1690	2091	2626	2571	2377	1984	2117	2787		1125	2970	357	3365	14419	6633	1058	1430	404	554	697	956	1119	874	710	364	682	
7102	"Diamonds, whether or not worked, but not mounted or set (excluding unmounted stones for pick-up ..."	0	0	0	0	0	0	0	0	0	58	117	171	0	0	0	0	0		139	187	540	300	649	861	1099	7331	4876	6609	14006	17771	7776	15638	4645	3046	2687		2262	4374	7711	15684	25412	23424	32991	27540	11076	26828	30583	24645	19599	38082	56125	80749	77404	
7118	"Coin, incl. legal tender (excluding medals, jewellery made from coins, collectors' items of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		100	16	25	304	314	67	104	813	2348	1264	648	445	8929	12580	14061	900	586		0	0	0	0	6	0	6	1	1	3	0	2	1	5	1	0	0	
7402	"Copper, unrefined; copper anodes for electrolytic refining"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	6	2	15	2	6	2	44	130	72	0	1	2945	4230	37	0	0		22464	11624	225	95737	213536	391159	252968	319030	28678	43732	36541	21590	3384	271	5453	5315	78	
7404	"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		45329	45617	49829	91681	120985	248127	298509	311084	433067	634839	560474	421256	351988	332479	216601	184345	252181		7170	8760	41489	80336	29229	34884	17301	6011	3976	25115	44063	23015	17780	56024	43785	72101	116500	
7901	"Unwrought zinc :"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2308	1202	1373	6221	10718	20634	67563	40076	36887	9482	10206	14262	29772	185710	122736	9499	16045		70579	85242	105269	163296	218919	469799	500752	326253	243033	422501	479627	470367	498616	583189	534111	547786	853480	
8001	"Unwrought tin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		136	108	359	1430	2934	407	3121	1320	1103	5247	457	20227	47397	25020	3024	191	189		6334	7733	10004	19443	22113	24496	41735	51669	24053	51854	73551	46636	54882	59805	48490	46793	67432	
8006	"Tin tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
8102	"Molybdenum and articles thereof, n.e.s.; molybdenum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		699	546	259	1212	2135	1593	2536	7455	3069	2334	3239	1446	1959	1772	1446	2558	3481		180	265	214	581	571	985	1217	7162	1002	1571	2225	1996	1581	1308	1901	1343	1364	
8104	"Magnesium and articles thereof, n.e.s.; magnesium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	22	0	5	1	0		1386	7388	16496	20601	18571	19492	23127	37892	17541	17512	24257	21110	28409	31241	28479	21544	22147		3580	3764	4616	7655	16461	12967	20691	42590	17789	33742	35964	33880	40821	31566	31847	21906	33167	
8106	"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ..."	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0		3	1	2	5	52	75	238	314	34	356	85	83	292	137	331	96	32		34	40	52	91	88	231	616	659	435	269	578	237	365	273	172	283	131	
8405	"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ..."	0	0	0	0	0	0	3	439	2	0	248	5	4	0	0	0	0		551	411	539	3359	1552	271	290	1073	945	1418	513	622	5798	3748	1253	1159	413		125438	23690	3014	12550	16921	10667	21980	41655	14621	17711	29108	16127	16846	18532	16821	21104	25370	
7218	"Stainless steel in ingots or other primary forms (excluding remelting scrap ingots and products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3800	3722	3514	7801	3396	10706	19220	9281	6049	15992	10055	6889	3920	4868	6737	6464	7807		49	46	82	659	546	389	899	1882	472	685	1108	1179	1781	1792	724	345	363	
8435	"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		755	1045	815	363	469	623	381	2002	972	1162	2271	2153	2006	2203	2223	2392	2508		1323	2790	1329	2703	6324	11053	10150	4061	3044	5662	2184	6988	9322	6387	5288	8711	3862	
8603	"Self-propelled railway or tramway coaches, vans and trucks (excluding those of heading 8604)"	0	0	0	0	0	0	0	0	0	0	0	0	4662	108419	41886	0	0		1507	960	4090	8960	21931	121631	177540	80855	29237	79840	129282	230643	48987	212736	264935	56290	64247		59324	3822	95174	31054	543	555	38074	199294	642286	388978	546301	361734	264576	313223	139523	262381	311705	
8605	"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ..."	0	0	0	0	0	0	0	0	200	0	100	0	0	0	20	0	0		8171	12658	1830	4133	3043	24092	58351	62977	20972	1956	2919	3342	5182	12020	1466	2062	2385		0	0	237	1434	288	294	50	1762	244	218	258	28	90	0	20	65	2372	
8702	"Motor vehicles for the transport of >= 10 persons, incl. driver"	0	0	0	0	84	17	40	0	0	0	0	0	0	0	0	0	0		72317	105655	124287	190385	230750	326809	509984	660448	543365	442272	572228	496369	607039	779493	667143	631613	714368		32279	24877	37386	66688	103390	257924	248608	320658	207086	166638	266514	261081	249108	268831	253092	186208	116557	
